train_0_angry.jpg,3
train_0_disgust.jpg,4
train_0_fear.jpg,5
train_0_happy.png,0
train_0_neutral.png,6
train_0_sad.jpg,2
train_0_surprise.jpg,1
train_1000_angry.jpg,3
train_1000_disgust.jpg,4
train_1000_fear.jpg,5
train_1000_happy.jpg,0
train_1000_neutral.jpg,6
train_1000_sad.jpg,2
train_1000_surprise.jpg,1
train_1001_angry.jpg,3
train_1001_disgust.jpg,4
train_1001_fear.jpg,5
train_1001_happy.jpg,0
train_1001_neutral.jpg,6
train_1001_sad.jpg,2
train_1001_surprise.jpg,1
train_1002_angry.jpg,3
train_1002_disgust.jpg,4
train_1002_fear.jpg,5
train_1002_happy.jpg,0
train_1002_neutral.jpg,6
train_1002_sad.jpg,2
train_1002_surprise.jpg,1
train_1003_angry.jpg,3
train_1003_disgust.jpg,4
train_1003_fear.jpg,5
train_1003_happy.jpg,0
train_1003_neutral.jpg,6
train_1003_sad.jpg,2
train_1003_surprise.jpg,1
train_1004_angry.jpg,3
train_1004_disgust.jpg,4
train_1004_fear.jpg,5
train_1004_happy.jpg,0
train_1004_neutral.jpg,6
train_1004_sad.jpg,2
train_1004_surprise.jpg,1
train_1005_angry.jpg,3
train_1005_disgust.jpg,4
train_1005_fear.jpg,5
train_1005_happy.jpg,0
train_1005_neutral.jpg,6
train_1005_sad.jpg,2
train_1005_surprise.jpg,1
train_1006_angry.jpg,3
train_1006_disgust.jpg,4
train_1006_fear.jpg,5
train_1006_happy.jpg,0
train_1006_neutral.jpg,6
train_1006_sad.jpg,2
train_1006_surprise.jpg,1
train_1007_angry.jpg,3
train_1007_disgust.jpg,4
train_1007_fear.jpg,5
train_1007_happy.jpg,0
train_1007_neutral.jpg,6
train_1007_sad.jpg,2
train_1007_surprise.jpg,1
train_1008_angry.jpg,3
train_1008_disgust.jpg,4
train_1008_fear.jpg,5
train_1008_happy.jpg,0
train_1008_neutral.jpg,6
train_1008_sad.jpg,2
train_1008_surprise.jpg,1
train_1009_angry.jpg,3
train_1009_disgust.jpg,4
train_1009_fear.jpg,5
train_1009_happy.jpg,0
train_1009_neutral.jpg,6
train_1009_sad.jpg,2
train_1009_surprise.jpg,1
train_100_angry.jpg,3
train_100_disgust.jpg,4
train_100_fear.jpg,5
train_100_happy.png,0
train_100_neutral.png,6
train_100_sad.jpg,2
train_100_surprise.jpg,1
train_1010_angry.jpg,3
train_1010_disgust.jpg,4
train_1010_fear.jpg,5
train_1010_happy.jpg,0
train_1010_neutral.jpg,6
train_1010_sad.jpg,2
train_1010_surprise.jpg,1
train_1011_angry.jpg,3
train_1011_disgust.jpg,4
train_1011_fear.jpg,5
train_1011_happy.jpg,0
train_1011_neutral.jpg,6
train_1011_sad.jpg,2
train_1011_surprise.jpg,1
train_1012_angry.jpg,3
train_1012_disgust.jpg,4
train_1012_fear.jpg,5
train_1012_happy.jpg,0
train_1012_neutral.jpg,6
train_1012_sad.jpg,2
train_1012_surprise.jpg,1
train_1013_angry.jpg,3
train_1013_disgust.jpg,4
train_1013_fear.jpg,5
train_1013_happy.jpg,0
train_1013_neutral.jpg,6
train_1013_sad.jpg,2
train_1013_surprise.jpg,1
train_1014_angry.jpg,3
train_1014_disgust.jpg,4
train_1014_fear.jpg,5
train_1014_happy.jpg,0
train_1014_neutral.jpg,6
train_1014_sad.jpg,2
train_1014_surprise.jpg,1
train_1015_angry.jpg,3
train_1015_disgust.jpg,4
train_1015_fear.jpg,5
train_1015_happy.jpg,0
train_1015_neutral.jpg,6
train_1015_sad.jpg,2
train_1015_surprise.jpg,1
train_1016_angry.jpg,3
train_1016_disgust.jpg,4
train_1016_fear.jpg,5
train_1016_happy.jpg,0
train_1016_neutral.jpg,6
train_1016_sad.jpg,2
train_1016_surprise.jpg,1
train_1017_angry.jpg,3
train_1017_disgust.jpg,4
train_1017_fear.jpg,5
train_1017_happy.jpg,0
train_1017_neutral.jpg,6
train_1017_sad.jpg,2
train_1017_surprise.jpg,1
train_1018_angry.jpg,3
train_1018_disgust.jpg,4
train_1018_fear.jpg,5
train_1018_happy.jpg,0
train_1018_neutral.jpg,6
train_1018_sad.jpg,2
train_1018_surprise.jpg,1
train_1019_angry.jpg,3
train_1019_disgust.jpg,4
train_1019_fear.jpg,5
train_1019_happy.jpg,0
train_1019_neutral.jpg,6
train_1019_sad.jpg,2
train_1019_surprise.jpg,1
train_101_angry.jpg,3
train_101_disgust.jpg,4
train_101_fear.jpg,5
train_101_happy.png,0
train_101_neutral.png,6
train_101_sad.jpg,2
train_101_surprise.jpg,1
train_1020_angry.jpg,3
train_1020_disgust.jpg,4
train_1020_fear.jpg,5
train_1020_happy.jpg,0
train_1020_neutral.jpg,6
train_1020_sad.jpg,2
train_1020_surprise.jpg,1
train_1021_angry.jpg,3
train_1021_disgust.jpg,4
train_1021_fear.jpg,5
train_1021_happy.jpg,0
train_1021_neutral.jpg,6
train_1021_sad.jpg,2
train_1021_surprise.jpg,1
train_1022_angry.jpg,3
train_1022_disgust.jpg,4
train_1022_fear.jpg,5
train_1022_happy.jpg,0
train_1022_neutral.jpg,6
train_1022_sad.jpg,2
train_1022_surprise.jpg,1
train_1023_angry.jpg,3
train_1023_disgust.jpg,4
train_1023_fear.jpg,5
train_1023_happy.jpg,0
train_1023_neutral.jpg,6
train_1023_sad.jpg,2
train_1023_surprise.jpg,1
train_1024_angry.jpg,3
train_1024_disgust.jpg,4
train_1024_fear.jpg,5
train_1024_happy.jpg,0
train_1024_neutral.jpg,6
train_1024_sad.jpg,2
train_1024_surprise.jpg,1
train_1025_angry.jpg,3
train_1025_disgust.jpg,4
train_1025_fear.jpg,5
train_1025_happy.jpg,0
train_1025_neutral.jpg,6
train_1025_sad.jpg,2
train_1025_surprise.jpg,1
train_1026_angry.jpg,3
train_1026_disgust.jpg,4
train_1026_fear.jpg,5
train_1026_happy.jpg,0
train_1026_neutral.jpg,6
train_1026_sad.jpg,2
train_1026_surprise.jpg,1
train_1027_angry.jpg,3
train_1027_disgust.jpg,4
train_1027_fear.jpg,5
train_1027_happy.jpg,0
train_1027_neutral.jpg,6
train_1027_sad.jpg,2
train_1027_surprise.jpg,1
train_1028_angry.jpg,3
train_1028_disgust.jpg,4
train_1028_fear.jpg,5
train_1028_happy.jpg,0
train_1028_neutral.jpg,6
train_1028_sad.jpg,2
train_1028_surprise.jpg,1
train_1029_angry.jpg,3
train_1029_disgust.jpg,4
train_1029_fear.jpg,5
train_1029_happy.jpg,0
train_1029_neutral.jpg,6
train_1029_sad.jpg,2
train_1029_surprise.jpg,1
train_102_angry.jpg,3
train_102_disgust.jpg,4
train_102_fear.jpg,5
train_102_happy.png,0
train_102_neutral.png,6
train_102_sad.jpg,2
train_102_surprise.jpg,1
train_1030_angry.jpg,3
train_1030_disgust.jpg,4
train_1030_fear.jpg,5
train_1030_happy.jpg,0
train_1030_neutral.jpg,6
train_1030_sad.jpg,2
train_1030_surprise.jpg,1
train_1031_angry.jpg,3
train_1031_disgust.jpg,4
train_1031_fear.jpg,5
train_1031_happy.jpg,0
train_1031_neutral.jpg,6
train_1031_sad.jpg,2
train_1031_surprise.jpg,1
train_1032_angry.jpg,3
train_1032_disgust.jpg,4
train_1032_fear.jpg,5
train_1032_happy.jpg,0
train_1032_neutral.jpg,6
train_1032_sad.jpg,2
train_1032_surprise.jpg,1
train_1033_angry.jpg,3
train_1033_disgust.jpg,4
train_1033_fear.jpg,5
train_1033_happy.jpg,0
train_1033_neutral.jpg,6
train_1033_sad.jpg,2
train_1033_surprise.jpg,1
train_1034_angry.jpg,3
train_1034_disgust.jpg,4
train_1034_fear.jpg,5
train_1034_happy.jpg,0
train_1034_neutral.jpg,6
train_1034_sad.jpg,2
train_1034_surprise.jpg,1
train_1035_angry.jpg,3
train_1035_disgust.jpg,4
train_1035_fear.jpg,5
train_1035_happy.jpg,0
train_1035_neutral.jpg,6
train_1035_sad.jpg,2
train_1035_surprise.jpg,1
train_1036_angry.jpg,3
train_1036_disgust.jpg,4
train_1036_fear.jpg,5
train_1036_happy.jpg,0
train_1036_neutral.jpg,6
train_1036_sad.jpg,2
train_1036_surprise.jpg,1
train_1037_angry.jpg,3
train_1037_disgust.jpg,4
train_1037_fear.jpg,5
train_1037_happy.jpg,0
train_1037_neutral.jpg,6
train_1037_sad.jpg,2
train_1037_surprise.jpg,1
train_1038_angry.jpg,3
train_1038_disgust.jpg,4
train_1038_fear.jpg,5
train_1038_happy.jpg,0
train_1038_neutral.jpg,6
train_1038_sad.jpg,2
train_1038_surprise.jpg,1
train_1039_angry.jpg,3
train_1039_disgust.jpg,4
train_1039_fear.jpg,5
train_1039_happy.jpg,0
train_1039_neutral.jpg,6
train_1039_sad.jpg,2
train_1039_surprise.jpg,1
train_103_angry.jpg,3
train_103_disgust.jpg,4
